日期,成交笔数,开盘持仓,收盘持仓,成交额,手续费,滑点,交易盈亏,持仓盈亏,总盈亏,净盈亏,收益走势
2021/7/21,2,-0.002154567,0.008639266,2001.62,0.8,0,107.12,-32.27,74.85,74.05,2985.14
2021/7/22,0,0.008639266,0.008639266,0,0,0,0,68.61,68.61,68.61,3053.75
2021/7/23,0,0.008639266,0.008639266,0,0,0,0,12.18,12.18,12.18,3065.93
2021/7/24,0,0.008639266,0.008639266,0,0,0,0,88.4,88.4,88.4,3154.33
2021/7/25,0,0.008639266,0.008639266,0,0,0,0,-10.92,-10.92,-10.92,3143.41
2021/7/26,0,0.008639266,0.008639266,0,0,0,0,177.2,177.2,177.2,3320.61
2021/7/27,2,0.008639266,-0.000469862,1981.53,0.79,0,-93.19,-55.59,-148.77,-149.56,3171.05
2021/7/28,0,-0.000469862,-0.000469862,0,0,0,0,-0.62,-0.62,-0.62,3170.43
2021/7/29,0,-0.000469862,-0.000469862,0,0,0,0,-1.46,-1.46,-1.46,3168.97
2021/7/30,2,-0.000469862,0.008077731,2014.62,0.81,0,-9.88,-1.1,-10.98,-11.78,3157.19
2021/7/31,0,0.008077731,0.008077731,0,0,0,0,90.97,90.97,90.97,3248.16
2021/8/1,0,0.008077731,0.008077731,0,0,0,0,101.77,101.77,101.77,3349.93
2021/8/2,0,0.008077731,0.008077731,0,0,0,0,39.44,39.44,39.44,3389.37
2021/8/3,4,0.008077731,-0.007780559,3991.66,1.6,0,33.62,-110.62,-77,-78.59,3310.78
2021/8/4,4,-0.007780559,0.007698186,4003.18,1.6,0,133.35,-137.33,-3.99,-5.59,3305.19
2021/8/5,0,0.007698186,0.007698186,0,0,0,0,64,64,64,3369.19
2021/8/6,0,0.007698186,0.007698186,0,0,0,0,64.25,64.25,64.25,3433.44
2021/8/7,0,0.007698186,0.007698186,0,0,0,0,188.7,188.7,188.7,3622.14
2021/8/8,0,0.007698186,0.007698186,0,0,0,0,-38.31,-38.31,-38.31,3583.83
2021/8/9,6,0.007698186,0.000434017,6001.32,2.4,0,-309.33,103.29,-206.04,-208.44,3375.39
2021/8/10,0,0.000434017,0.000434017,0,0,0,0,-1.96,-1.96,-1.96,3373.43
2021/8/11,0,0.000434017,0.000434017,0,0,0,0,5.33,5.33,5.33,3378.76
2021/8/12,2,0.000434017,-0.005991396,1998.35,0.8,0,51.41,-9.37,42.04,41.24,3420
2021/8/13,2,-0.005991396,0.000411985,2003.51,0.8,0,55.96,-111.54,-55.58,-56.38,3363.62
2021/8/14,0,0.000411985,0.000411985,0,0,0,0,2.34,2.34,2.34,3365.96
2021/8/15,2,0.000411985,-0.005829726,1991.3,0.8,0,21.06,-4.79,16.27,15.47,3381.43
2021/8/16,2,-0.005829726,0.000391675,2003.85,0.8,0,2.76,-40.09,-37.33,-38.13,3343.3
2021/8/17,0,0.000391675,0.000391675,0,0,0,0,-2.27,-2.27,-2.27,3341.03
2021/8/18,2,0.000391675,-0.006135804,1997.55,0.8,0,-33.6,-2.18,-35.79,-36.59,3304.44
2021/8/19,0,-0.006135804,-0.006135804,0,0,0,0,26.8,26.8,26.8,3331.24
2021/8/20,2,-0.006135804,0.000269546,2007.99,0.8,0,97.09,-134.02,-36.93,-37.74,3293.5
2021/8/21,0,0.000269546,0.000269546,0,0,0,0,-0.33,-0.33,-0.33,3293.17
2021/8/22,2,0.000269546,-0.005924322,1993.13,0.8,0,22.34,-2.49,19.84,19.05,3312.22
2021/8/23,2,-0.005924322,0.000261232,2003.29,0.8,0,56.3,-87.58,-31.28,-32.08,3280.14
2021/8/24,0,0.000261232,0.000261232,0,0,0,0,-2.97,-2.97,-2.97,3277.17
2021/8/25,2,0.000261232,-0.006082778,1980.46,0.79,0,-60.71,0.04,-60.67,-61.46,3215.71
2021/8/26,0,-0.006082778,-0.006082778,0,0,0,0,67.98,67.98,67.98,3283.69
2021/8/27,2,-0.006082778,0.000221279,2008.95,0.8,0,33.77,-81.88,-48.11,-48.91,3234.78
2021/8/28,0,0.000221279,0.000221279,0,0,0,0,0.17,0.17,0.17,3234.95
2021/8/29,2,0.000221279,-0.005993105,1989.25,0.8,0,8.26,-1.33,6.93,6.13,3241.08
2021/8/30,2,-0.005993105,0.000181889,2003.31,0.8,0,-14.82,-19.47,-34.29,-35.09,3205.99
2021/8/31,0,0.000181889,0.000181889,0,0,0,0,3.11,3.11,3.11,3209.1
2021/9/1,0,0.000181889,0.000181889,0,0,0,0,3.45,3.45,3.45,3212.55
2021/9/2,0,0.000181889,0.000181889,0,0,0,0,3.25,3.25,3.25,3215.8
2021/9/3,0,0.000181889,0.000181889,0,0,0,0,3.85,3.85,3.85,3219.65
2021/9/4,0,0.000181889,0.000181889,0,0,0,0,-0.9,-0.9,-0.9,3218.75
2021/9/5,2,0.000181889,-0.00500318,1996,0.8,0,-31.71,-0.21,-31.91,-32.71,3186.04
2021/9/6,2,-0.00500318,7.09E-05,2010.55,0.8,0,-16.75,-9.38,-26.13,-26.93,3159.11
2021/9/7,3,7.09E-05,0,3675.06,1.47,0,278.95,-3.39,275.56,274.09,3433.2
2021/9/8,0,0,0,0,0,0,0,0,0,0,3433.2
2021/9/9,0,0,0,0,0,0,0,0,0,0,3433.2
2021/9/10,1,0,-0.002922763,998.5,0.4,0,34.2,0,34.2,33.8,3467
2021/9/11,0,-0.002922763,-0.002922763,0,0,0,0,-3.58,-3.58,-3.58,3463.42
2021/9/12,2,-0.002922763,0.002978979,2003,0.8,0,14.25,-31.14,-16.89,-17.69,3445.73
2021/9/13,2,0.002978979,-0.003099273,1988.56,0.8,0,42.02,-64.23,-22.21,-23,3422.73
2021/9/14,2,-0.003099273,0.002896255,2002.54,0.8,0,28.9,-57.58,-28.68,-29.48,3393.25
2021/9/15,0,0.002896255,0.002896255,0,0,0,0,31.64,31.64,31.64,3424.89
2021/9/16,0,0.002896255,0.002896255,0,0,0,0,35.2,35.2,35.2,3460.09
2021/9/17,2,0.002896255,-0.002767302,1987.65,0.8,0,32.31,-48.23,-15.92,-16.72,3443.37
2021/9/18,2,-0.002767302,0.002904028,2010.79,0.8,0,-39.14,-6.65,-45.79,-46.6,3396.77
2021/9/19,2,0.002904028,-0.003036349,1995.32,0.8,0,-2.95,-32.71,-35.66,-36.46,3360.31
2021/9/20,0,-0.003036349,-0.003036349,0,0,0,0,84.26,84.26,84.26,3444.57
2021/9/21,0,-0.003036349,-0.003036349,0,0,0,0,15.32,15.32,15.32,3459.89
2021/9/22,0,-0.003036349,-0.003036349,0,0,0,0,8.85,8.85,8.85,3468.74
2021/9/23,0,-0.003036349,-0.003036349,0,0,0,0,-25.74,-25.74,-25.74,3443
2021/9/24,4,-0.003036349,-0.003354375,4003.93,1.6,0,-103.63,65.98,-37.66,-39.26,3403.74
2021/9/25,0,-0.003354375,-0.003354375,0,0,0,0,-15.63,-15.63,-15.63,3388.11
2021/9/26,2,-0.003354375,0.003440649,2033.51,0.81,0,39.66,-43.66,-4,-4.81,3383.3
2021/9/27,0,0.003440649,0.003440649,0,0,0,0,2.45,2.45,2.45,3385.75
2021/9/28,2,0.003440649,-0.003259518,1986.65,0.79,0,82.28,-74.26,8.02,7.22,3392.97
2021/9/29,2,-0.003259518,0.003596465,2010.05,0.8,0,-49.01,-5.89,-54.89,-55.7,3337.27
2021/9/30,0,0.003596465,0.003596465,0,0,0,0,44.83,44.83,44.83,3382.1
2021/10/1,0,0.003596465,0.003596465,0,0,0,0,90.27,90.27,90.27,3472.37
2021/10/2,0,0.003596465,0.003596465,0,0,0,0,54.09,54.09,54.09,3526.46
2021/10/3,0,0.003596465,0.003596465,0,0,0,0,6.27,6.27,6.27,3532.73
2021/10/4,2,0.003596465,-0.002377215,1986.16,0.79,0,1.39,-29.24,-27.84,-28.64,3504.09
2021/10/5,2,-0.002377215,0.00350654,2006.83,0.8,0,5.89,-23.36,-17.47,-18.27,3485.82
2021/10/6,0,0.00350654,0.00350654,0,0,0,0,69.09,69.09,69.09,3554.91
2021/10/7,0,0.00350654,0.00350654,0,0,0,0,-10.62,-10.62,-10.62,3544.29
2021/10/8,0,0.00350654,0.00350654,0,0,0,0,12.27,12.27,12.27,3556.56
2021/10/9,2,0.00350654,-0.002116492,1994.41,0.8,0,-31.28,-7.03,-38.31,-39.1,3517.46
2021/10/10,0,-0.002116492,-0.002116492,0,0,0,0,9.16,9.16,9.16,3526.62
2021/10/11,2,-0.002116492,0.003430912,2003.87,0.8,0,-9.16,-7.74,-16.9,-17.7,3508.92
2021/10/12,2,0.003430912,-0.002373104,1996.09,0.8,0,-38.94,-30.71,-69.65,-70.44,3438.48
2021/10/13,0,-0.002373104,-0.002373104,0,0,0,0,4.54,4.54,4.54,3443.02
2021/10/14,2,-0.002373104,0.003290276,2002.68,0.8,0,156.28,-77.13,79.15,78.35,3521.37
2021/10/15,0,0.003290276,0.003290276,0,0,0,0,-6.11,-6.11,-6.11,3515.26
2021/10/16,0,0.003290276,0.003290276,0,0,0,0,38.76,38.76,38.76,3554.02
2021/10/17,2,0.003290276,-0.001953012,1991.5,0.8,0,4.34,-39.96,-35.63,-36.42,3517.6
2021/10/18,4,-0.001953012,-0.002157881,3989.9,1.6,0,-91.82,5.26,-86.56,-88.16,3429.44
2021/10/19,0,-0.002157881,-0.002157881,0,0,0,0,-2.9,-2.9,-2.9,3426.54
2021/10/20,2,-0.002157881,0.003049259,2002.23,0.8,0,124.17,-66.29,57.88,57.08,3483.62
2021/10/21,0,0.003049259,0.003049259,0,0,0,0,2.92,2.92,2.92,3486.54
2021/10/22,0,0.003049259,0.003049259,0,0,0,0,-37.55,-37.55,-37.55,3448.99
2021/10/23,0,0.003049259,0.003049259,0,0,0,0,36.57,36.57,36.57,3485.56
2021/10/24,0,0.003049259,0.003049259,0,0,0,0,-26.33,-26.33,-26.33,3459.23
2021/10/25,0,0.003049259,0.003049259,0,0,0,0,64.87,64.87,64.87,3524.1
2021/10/26,0,0.003049259,0.003049259,0,0,0,0,-8.21,-8.21,-8.21,3515.89
2021/10/27,4,0.003049259,-0.001858564,3991.77,1.6,0,23.98,-59.14,-35.16,-36.76,3479.13
2021/10/28,2,-0.001858564,0.002960493,2001.2,0.8,0,0.68,-29.47,-28.79,-29.59,3449.54
2021/10/29,0,0.002960493,0.002960493,0,0,0,0,85.98,85.98,85.98,3535.52
2021/10/30,2,0.002960493,-0.001690346,1971.74,0.79,0,-20.93,-47.36,-68.28,-69.07,3466.45
2021/10/31,2,-0.001690346,0.002891556,2006.55,0.8,0,-74.57,11.49,-63.08,-63.88,3402.57
2021/11/1,0,0.002891556,0.002891556,0,0,0,0,39.56,39.56,39.56,3442.13
2021/11/2,0,0.002891556,0.002891556,0,0,0,0,46.22,46.22,46.22,3488.35
2021/11/3,0,0.002891556,0.002891556,0,0,0,0,9.85,9.85,9.85,3498.2
2021/11/4,0,0.002891556,0.002891556,0,0,0,0,-18.61,-18.61,-18.61,3479.59
2021/11/5,0,0.002891556,0.002891556,0,0,0,0,-5.16,-5.16,-5.16,3474.43
2021/11/6,2,0.002891556,-0.001673831,1996.81,0.8,0,-11.93,-18.83,-30.76,-31.55,3442.88
2021/11/7,2,-0.001673831,0.002798161,2002.37,0.8,0,58.2,-34.78,23.42,22.62,3465.5
2021/11/8,0,0.002798161,0.002798161,0,0,0,0,44.57,44.57,44.57,3510.07
2021/11/9,0,0.002798161,0.002798161,0,0,0,0,7.05,7.05,7.05,3517.12
2021/11/10,3,0.002798161,0.000643441,2998.38,1.2,0,-50.34,16.44,-33.91,-35.11,3482.01
2021/11/11,2,0.000643441,-0.003579274,1997.52,0.8,0,3.53,-8.29,-4.77,-5.57,3476.44
2021/11/12,0,-0.003579274,-0.003579274,0,0,0,0,53.01,53.01,53.01,3529.45
2021/11/13,2,-0.003579274,0.000703363,2005.1,0.8,0,-0.24,-38.44,-38.69,-39.49,3489.96
2021/11/14,0,0.000703363,0.000703363,0,0,0,0,-6.78,-6.78,-6.78,3483.18
2021/11/15,0,0.000703363,0.000703363,0,0,0,0,4.67,4.67,4.67,3487.85
2021/11/16,2,0.000703363,-0.003730273,1994.14,0.8,0,94.71,-25.83,68.88,68.08,3555.93
2021/11/17,0,-0.003730273,-0.003730273,0,0,0,0,40.34,40.34,40.34,3596.27
2021/11/18,2,-0.003730273,0.000948505,2004.21,0.8,0,-99.64,39.3,-60.35,-61.15,3535.12
2021/11/19,0,0.000948505,0.000948505,0,0,0,0,13.87,13.87,13.87,3548.99
2021/11/20,0,0.000948505,0.000948505,0,0,0,0,-0.1,-0.1,-0.1,3548.89
2021/11/21,0,0.000948505,0.000948505,0,0,0,0,14.43,14.43,14.43,3563.32
2021/11/22,2,0.000948505,-0.003771292,1995.36,0.8,0,-3.9,-12.52,-16.42,-17.22,3546.1
2021/11/23,0,-0.003771292,-0.003771292,0,0,0,0,-13.67,-13.67,-13.67,3532.43
2021/11/24,0,-0.003771292,-0.003771292,0,0,0,0,6.87,6.87,6.87,3539.3
2021/11/25,2,-0.003771292,0.000843926,2003.28,0.8,0,63.93,-84.92,-20.99,-21.79,3517.51
2021/11/26,2,0.000843926,-0.003791563,1991.54,0.8,0,108.09,-35.11,72.99,72.19,3589.7
2021/11/27,0,-0.003791563,-0.003791563,0,0,0,0,-25.94,-25.94,-25.94,3563.76
2021/11/28,0,-0.003791563,-0.003791563,0,0,0,0,19.91,19.91,19.91,3583.67
2021/11/29,2,-0.003791563,0.001030538,2001.82,0.8,0,89.7,-97.96,-8.25,-9.06,3574.61
2021/11/30,0,0.001030538,0.001030538,0,0,0,0,29.01,29.01,29.01,3603.62
2021/12/1,0,0.001030538,0.001030538,0,0,0,0,11.34,11.34,11.34,3614.96
2021/12/2,2,0.001030538,-0.003331626,1995.05,0.8,0,12.55,-18.98,-6.43,-7.23,3607.73
2021/12/3,0,-0.003331626,-0.003331626,0,0,0,0,25.31,25.31,25.31,3633.04
2021/12/4,1,-0.003331626,0,1215.03,0.49,0,128.46,145.35,273.81,273.32,3906.36
2021/12/5,0,0,0,0,0,0,0,0,0,0,3906.36
2021/12/6,0,0,0,0,0,0,0,0,0,0,3906.36
2021/12/7,1,0,0.002364228,1001.72,0.4,0,35.08,0,35.08,34.68,3941.04
2021/12/8,0,0.002364228,0.002364228,0,0,0,0,4.29,4.29,4.29,3945.33
2021/12/9,2,0.002364228,-0.002318889,1997.69,0.8,0,31,-48.22,-17.22,-18.02,3927.31
2021/12/10,0,-0.002318889,-0.002318889,0,0,0,0,41.61,41.61,41.61,3968.92
2021/12/11,0,-0.002318889,-0.002318889,0,0,0,0,-8.48,-8.48,-8.48,3960.44
2021/12/12,0,-0.002318889,-0.002318889,0,0,0,0,7.87,7.87,7.87,3968.31
2021/12/13,4,-0.002318889,-0.002416452,4002.48,1.6,0,-59.44,50.19,-9.25,-10.85,3957.46
2021/12/14,0,-0.002416452,-0.002416452,0,0,0,0,5.31,5.31,5.31,3962.77
2021/12/15,4,-0.002416452,-0.002687012,3997.46,1.6,0,-110.26,30.86,-79.4,-81,3881.77
2021/12/16,2,-0.002687012,0.002646762,2003.44,0.8,0,173.16,-113.98,59.18,58.38,3940.15
2021/12/17,2,0.002646762,-0.002618516,1997.29,0.8,0,-19.96,-66.05,-86.01,-86.81,3853.34
2021/12/18,0,-0.002618516,-0.002618516,0,0,0,0,-29.54,-29.54,-29.54,3823.8
2021/12/19,0,-0.002618516,-0.002618516,0,0,0,0,4.83,4.83,4.83,3828.63
2021/12/20,3,-0.002618516,-0.00019826,2998.96,1.2,0,-85.05,32.9,-52.15,-53.35,3775.28
2021/12/21,2,-0.00019826,0.004940104,2001.89,0.8,0,42.24,-3.53,38.7,37.9,3813.18
2021/12/22,0,0.004940104,0.004940104,0,0,0,0,13.68,13.68,13.68,3826.86
2021/12/23,2,0.004940104,-0.000150704,1993.21,0.8,0,-16.79,-28.44,-45.23,-46.03,3780.83
2021/12/24,2,-0.000150704,0.004846873,2002.13,0.8,0,43.92,-2.2,41.72,40.92,3821.75
2021/12/25,0,0.004846873,0.004846873,0,0,0,0,-8.03,-8.03,-8.03,3813.72
2021/12/26,2,0.004846873,-0.000127992,1993.13,0.8,0,-22.66,-12.4,-35.06,-35.86,3777.86
2021/12/27,2,-0.000127992,0.004750545,2003.4,0.8,0,-7.43,-0.5,-7.93,-8.73,3769.13
2021/12/28,2,0.004750545,-0.000188507,1996.76,0.8,0,72.36,-92.65,-20.29,-21.09,3748.04
2021/12/29,0,-0.000188507,-0.000188507,0,0,0,0,1.95,1.95,1.95,3749.99
2021/12/30,0,-0.000188507,-0.000188507,0,0,0,0,1.61,1.61,1.61,3751.6
2021/12/31,2,-0.000188507,0.005086324,2001.34,0.8,0,-5.98,-1.42,-7.4,-8.2,3743.4
2022/1/1,2,0.005086324,-0.000313448,1998.9,0.8,0,-11.96,-29.92,-41.88,-42.68,3700.72
2022/1/2,0,-0.000313448,-0.000313448,0,0,0,0,-1.64,-1.64,-1.64,3699.08
2022/1/3,2,-0.000313448,0.004943651,2001.15,0.8,0,-12.75,-0.19,-12.95,-13.75,3685.33
2022/1/4,3,0.004943651,0.002223335,2997.66,1.2,0,-56.26,32.98,-23.27,-24.47,3660.86
2022/1/5,0,0.002223335,0.002223335,0,0,0,0,-6.62,-6.62,-6.62,3654.24
2022/1/6,2,0.002223335,-0.003092124,1995.94,0.8,0,191.52,-94.4,97.12,96.32,3750.56
2022/1/7,0,-0.003092124,-0.003092124,0,0,0,0,81.84,81.84,81.84,3832.4
2022/1/8,0,-0.003092124,-0.003092124,0,0,0,0,-9.17,-9.17,-9.17,3823.23
2022/1/9,0,-0.003092124,-0.003092124,0,0,0,0,19.44,19.44,19.44,3842.67
2022/1/10,3,-0.003092124,-0.000105727,3000.85,1.2,0,-110.69,28.64,-82.05,-83.25,3759.42
2022/1/11,2,-0.000105727,0.00631618,2002.38,0.8,0,9,-1.35,7.65,6.84,3766.26
2022/1/12,0,0.00631618,0.00631618,0,0,0,0,144.15,144.15,144.15,3910.41
2022/1/13,0,0.00631618,0.00631618,0,0,0,0,-37.93,-37.93,-37.93,3872.48
2022/1/14,4,0.00631618,-0.006098239,3992.75,1.6,0,-75.37,-14.7,-90.07,-91.67,3780.81
2022/1/15,4,-0.006098239,0.005910292,4002.8,1.6,0,32.74,-51,-18.26,-19.86,3760.95
2022/1/16,2,0.005910292,-0.000154192,1997.39,0.8,0,-35.35,-5.14,-40.49,-41.28,3719.67
2022/1/17,4,-0.000154192,-0.000320435,3999.68,1.6,0,-59.88,1.8,-58.09,-59.69,3659.98
2022/1/18,0,-0.000320435,-0.000320435,0,0,0,0,3.84,3.84,3.84,3663.82
2022/1/19,2,-0.000320435,0.005988574,2002.33,0.8,0,-32.66,-0.21,-32.87,-33.67,3630.15
2022/1/20,0,0.005988574,0.005988574,0,0,0,0,83.04,83.04,83.04,3713.19
2022/1/21,2,0.005988574,-0.000349224,1993.39,0.8,0,199.7,-257.83,-58.12,-58.92,3654.27
2022/1/22,0,-0.000349224,-0.000349224,0,0,0,0,15.52,15.52,15.52,3669.79
2022/1/23,0,-0.000349224,-0.000349224,0,0,0,0,-1.58,-1.58,-1.58,3668.21
2022/1/24,4,-0.000349224,-0.000926135,4010.56,1.6,0,-186.04,5.49,-180.55,-182.16,3486.05
2022/1/25,2,-0.000926135,0.007316699,2005.21,0.8,0,-12.03,-13.36,-25.38,-26.19,3459.86
2022/1/26,0,0.007316699,0.007316699,0,0,0,0,136.17,136.17,136.17,3596.03
2022/1/27,2,0.007316699,-0.000853069,1997.03,0.8,0,-27.79,-92.01,-119.8,-120.6,3475.43
2022/1/28,0,-0.000853069,-0.000853069,0,0,0,0,3.1,3.1,3.1,3478.53
2022/1/29,2,-0.000853069,0.007116106,2003.68,0.8,0,22.04,-8.51,13.53,12.73,3491.26
2022/1/30,0,0.007116106,0.007116106,0,0,0,0,52.79,52.79,52.79,3544.05
2022/1/31,2,0.007116106,-0.00073482,1991.38,0.8,0,-65.06,2.3,-62.76,-63.56,3480.49
2022/2/1,2,-0.00073482,0.00673743,2005.28,0.8,0,62.49,-10.87,51.62,50.82,3531.31
2022/2/2,0,0.00673743,0.00673743,0,0,0,0,-70.37,-70.37,-70.37,3460.94
2022/2/3,0,0.00673743,0.00673743,0,0,0,0,-16.51,-16.51,-16.51,3444.43
2022/2/4,0,0.00673743,0.00673743,0,0,0,0,156.75,156.75,156.75,3601.18
2022/2/5,0,0.00673743,0.00673743,0,0,0,0,119.88,119.88,119.88,3721.06
2022/2/6,0,0.00673743,0.00673743,0,0,0,0,-39.74,-39.74,-39.74,3681.32
2022/2/7,0,0.00673743,0.00673743,0,0,0,0,87.78,87.78,87.78,3769.1
2022/2/8,0,0.00673743,0.00673743,0,0,0,0,-30.14,-30.14,-30.14,3738.96
2022/2/9,0,0.00673743,0.00673743,0,0,0,0,68.38,68.38,68.38,3807.34
2022/2/10,0,0.00673743,0.00673743,0,0,0,0,21.03,21.03,21.03,3828.37
2022/2/11,4,0.00673743,-0.006215759,3998.69,1.6,0,-18.45,-72.05,-90.5,-92.1,3736.27
2022/2/12,0,-0.006215759,-0.006215759,0,0,0,0,137.2,137.2,137.2,3873.47
2022/2/13,2,-0.006215759,0.000511362,2006.61,0.8,0,-43.4,-23.5,-66.9,-67.7,3805.77
2022/2/14,2,0.000511362,-0.006465763,1985.53,0.79,0,-62.7,0.88,-61.82,-62.61,3743.16
2022/2/15,2,-0.006465763,0.000249229,2007.45,0.8,0,88.66,-120.2,-31.53,-32.34,3710.82
2022/2/16,0,0.000249229,0.000249229,0,0,0,0,-1.41,-1.41,-1.41,3709.41
2022/2/17,2,0.000249229,-0.006446923,1992.91,0.8,0,-7.29,-1.94,-9.23,-10.02,3699.39
2022/2/18,0,-0.006446923,-0.006446923,0,0,0,0,121.52,121.52,121.52,3820.91
2022/2/19,0,-0.006446923,-0.006446923,0,0,0,0,34.85,34.85,34.85,3855.76
2022/2/20,0,-0.006446923,-0.006446923,0,0,0,0,60.78,60.78,60.78,3916.54
2022/2/21,2,-0.006446923,0.000902235,2005.45,0.8,0,-4.76,-46.48,-51.24,-52.04,3864.5
2022/2/22,2,0.000902235,-0.006745948,1997.34,0.8,0,-8.47,-9,-17.47,-18.26,3846.24
2022/2/23,2,-0.006745948,0.000607966,2002.06,0.8,0,-25.27,-44.18,-69.45,-70.25,3775.99
2022/2/24,2,0.000607966,-0.007114041,1995.09,0.8,0,100.57,-14.27,86.3,85.51,3861.5
2022/2/25,2,-0.007114041,0.000543777,2010.87,0.8,0,81.35,-198.3,-116.95,-117.75,3743.75
2022/2/26,0,0.000543777,0.000543777,0,0,0,0,2.82,2.82,2.82,3746.57
2022/2/27,0,0.000543777,0.000543777,0,0,0,0,1.27,1.27,1.27,3747.84
2022/2/28,2,0.000543777,-0.006850513,1997.12,0.8,0,-83.79,0.37,-83.42,-84.22,3663.62
2022/3/1,2,-0.006850513,4.33E-05,2016.01,0.81,0,17.11,-92.47,-75.36,-76.16,3587.46
2022/3/2,0,4.33E-05,4.33E-05,0,0,0,0,0.01,0.01,0.01,3587.47
2022/3/3,2,4.33E-05,-0.006928153,1995.38,0.8,0,24.17,-0.54,23.63,22.83,3610.3
2022/3/4,0,-0.006928153,-0.006928153,0,0,0,0,108.57,108.57,108.57,3718.87
2022/3/5,0,-0.006928153,-0.006928153,0,0,0,0,19.97,19.97,19.97,3738.84
2022/3/6,0,-0.006928153,-0.006928153,0,0,0,0,11.11,11.11,11.11,3749.95
2022/3/7,0,-0.006928153,-0.006928153,0,0,0,0,6.57,6.57,6.57,3756.52
2022/3/8,0,-0.006928153,-0.006928153,0,0,0,0,40.46,40.46,40.46,3796.98
2022/3/9,2,-0.006928153,0.000672277,2007.31,0.8,0,87.81,-137.5,-49.7,-50.5,3746.48
2022/3/10,2,0.000672277,-0.006979418,1994.78,0.8,0,8.46,-10.8,-2.34,-3.14,3743.34
2022/3/11,0,-0.006979418,-0.006979418,0,0,0,0,11.51,11.51,11.51,3754.85
2022/3/12,0,-0.006979418,-0.006979418,0,0,0,0,-2.69,-2.69,-2.69,3752.16
2022/3/13,3,-0.006979418,-0.003172718,3005,1.2,0,-41.98,3.49,-38.49,-39.69,3712.47
2022/3/14,0,-0.003172718,-0.003172718,0,0,0,0,1.84,1.84,1.84,3714.31
2022/3/15,0,-0.003172718,-0.003172718,0,0,0,0,0.32,0.32,0.32,3714.63
2022/3/16,2,-0.003172718,0.004525512,2009.92,0.8,0,70.91,-41.72,29.19,28.38,3743.01
2022/3/17,0,0.004525512,0.004525512,0,0,0,0,44.39,44.39,44.39,3787.4
2022/3/18,0,0.004525512,0.004525512,0,0,0,0,42.05,42.05,42.05,3829.45
2022/3/19,0,0.004525512,0.004525512,0,0,0,0,32.94,32.94,32.94,3862.39
2022/3/20,2,0.004525512,-0.002352422,1997.75,0.8,0,34.5,-50.85,-16.35,-17.15,3845.24
2022/3/21,2,-0.002352422,0.004523076,2003.26,0.8,0,27.85,-23.46,4.4,3.6,3848.84
2022/3/22,0,0.004523076,0.004523076,0,0,0,0,21.73,21.73,21.73,3870.57
2022/3/23,0,0.004523076,0.004523076,0,0,0,0,12.42,12.42,12.42,3882.99
2022/3/24,3,0.004523076,0.001054991,3004.9,1.2,0,-95.22,38.27,-56.95,-58.15,3824.84
2022/3/25,0,0.001054991,0.001054991,0,0,0,0,0.64,0.64,0.64,3825.48
2022/3/26,0,0.001054991,0.001054991,0,0,0,0,-0.58,-0.58,-0.58,3824.9
2022/3/27,0,0.001054991,0.001054991,0,0,0,0,5.73,5.73,5.73,3830.63
2022/3/28,0,0.001054991,0.001054991,0,0,0,0,19.76,19.76,19.76,3850.39
2022/3/29,0,0.001054991,0.001054991,0,0,0,0,4.73,4.73,4.73,3855.12
2022/3/30,0,0.001054991,0.001054991,0,0,0,0,-2.12,-2.12,-2.12,3853
2022/3/31,0,0.001054991,0.001054991,0,0,0,0,-3.34,-3.34,-3.34,3849.66
2022/4/1,4,0.001054991,0.000869514,3999.77,1.6,0,-69.91,8.73,-61.19,-62.79,3786.87
2022/4/2,0,0.000869514,0.000869514,0,0,0,0,2.41,2.41,2.41,3789.28
2022/4/3,0,0.000869514,0.000869514,0,0,0,0,3.33,3.33,3.33,3792.61
2022/4/4,2,0.000869514,-0.004949294,1997.85,0.8,0,5.84,-6.51,-0.67,-1.47,3791.14
2022/4/5,2,-0.004949294,0.000791218,2001.95,0.8,0,-20.9,-13.66,-34.56,-35.36,3755.78
2022/4/6,2,0.000791218,-0.005149582,1996.71,0.8,0,62.49,-15.44,47.04,46.25,3802.03
2022/4/7,0,-0.005149582,-0.005149582,0,0,0,0,29.77,29.77,29.77,3831.8
2022/4/8,2,-0.005149582,0.001013518,2002.34,0.8,0,18.95,-42.04,-23.09,-23.89,3807.91
2022/4/9,2,0.001013518,-0.005211175,1995.94,0.8,0,-1.27,-7.21,-8.48,-9.28,3798.63
2022/4/10,2,-0.005211175,0.00094199,2003.57,0.8,0,-1.33,-23.7,-25.02,-25.83,3772.8
2022/4/11,2,0.00094199,-0.005266741,1994.72,0.8,0,130.73,-23.72,107.01,106.21,3879.01
2022/4/12,0,-0.005266741,-0.005266741,0,0,0,0,-21.32,-21.32,-21.32,3857.69
2022/4/13,2,-0.005266741,0.001196902,2002.18,0.8,0,-3.5,-26.07,-29.57,-30.37,3827.32
2022/4/14,0,0.001196902,0.001196902,0,0,0,0,-9.26,-9.26,-9.26,3818.06
2022/4/15,0,0.001196902,0.001196902,0,0,0,0,1.42,1.42,1.42,3819.48
2022/4/16,0,0.001196902,0.001196902,0,0,0,0,-1.3,-1.3,-1.3,3818.18
2022/4/17,0,0.001196902,0.001196902,0,0,0,0,6.68,6.68,6.68,3824.86
